"literal","code","standard","contributor","broader_uri","broader_term","uri"
"tailors","300025365","tailors","AAT Getty","http://vocab.getty.edu/aat/300025349","textile workers","http://vocab.getty.edu/aat/300025365"
"diplomats","300025462","diplomats","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300025462"
"mayors","300025468","mayors","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300025468"
"panel painters","300386231","panel painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300386231"
"serigrapher","300025177","serigraphers","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300025177"
"serigraphers","300025177","serigraphers","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300025177"
"glass designers","300386223","glass designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300386223"
"businesspeople","300239179","businesspeople","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300239179"
"furniture manufacturers","300435142","furniture manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300435142"
"wholesalers","300025248","wholesalers","AAT Getty","http://vocab.getty.edu/aat/300025245","merchants","http://vocab.getty.edu/aat/300025248"
"grinders (craftsmen)","300025268","grinders (craftsmen)","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300025268"
"landscape architects","300024993","landscape architects","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300024993"
"concreters","300025009","concreters","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300025009"
"fortress architects","300435175","fortress architects","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300435175"
"harlequins (performing artists)","300404079","harlequins (performing artists)","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300404079"
"optometrists","300237219","optometrists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300237219"
"militiamen","300386315","militiamen","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300386315"
"literary historians","300025545","literary historians","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300025545"
"excavators","300390592","excavators","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300390592"
"music critics","300386248","music critics","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300386248"
"quantity surveyors","300025099","quantity surveyors","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025099"
"papyrologists","300264393","papyrologists","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300264393"
"elders","300025761","elders","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300025761"
"broommakers","300025395","broommakers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025395"
"broom-makers","300025395","broom-makers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025395"
"milkers","300404864","milkers","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300404864"
"sultans","300264266","sultans","AAT Getty","http://vocab.getty.edu/aat/300237007","monarchs","http://vocab.getty.edu/aat/300264266"
"deans (clergy)","300264503","deans (clergy)","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300264503"
"sorcerers","300435332","sorcerers","AAT Getty","http://vocab.getty.edu/aat/300239172","<people in the occult sciences>","http://vocab.getty.edu/aat/300435332"
"generals (officers)","300236762","generals (officers)","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300236762"
"violists (instrumentalists)","300235045","violists (instrumentalists)","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300235045"
"personal painters","300435197","personal painters","AAT Getty","http://vocab.getty.edu/aat/300260891","<painters by location or context>","http://vocab.getty.edu/aat/300435197"
"ghosts (spirits)","300379162","ghosts (spirits)","AAT Getty","http://vocab.getty.edu/aat/300379007","spirits (beings)","http://vocab.getty.edu/aat/300379162"
"place gods","300435289","place gods","AAT Getty","http://vocab.getty.edu/aat/300343850","deities","http://vocab.getty.edu/aat/300435289"
"bim modelers","300419261","BIM modelers","AAT Getty","http://vocab.getty.edu/aat/300386777","<artists by medium or work type>","http://vocab.getty.edu/aat/300419261"
"fine artists","300435140","fine artists","AAT Getty","http://vocab.getty.edu/aat/300386778","<artists by status or location>","http://vocab.getty.edu/aat/300435140"
"cityscape artists","300386213","cityscape artists","AAT Getty","http://vocab.getty.edu/aat/300386706","<artists by subject or style of work>","http://vocab.getty.edu/aat/300386213"
"military architects (architects)","300435246","military architects (architects)","AAT Getty","http://vocab.getty.edu/aat/300024987","architects","http://vocab.getty.edu/aat/300435246"
"construction foremen","300435139","construction foremen","AAT Getty","http://vocab.getty.edu/aat/300025001","construction workers","http://vocab.getty.edu/aat/300435139"
"industrial engineers","300025082","industrial engineers","AAT Getty","http://vocab.getty.edu/aat/300025063","engineers","http://vocab.getty.edu/aat/300025082"
"scientific photographers","300025696","scientific photographers","AAT Getty","http://vocab.getty.edu/aat/300025785","<people in science-related occupations>","http://vocab.getty.edu/aat/300025696"
"earth scientists","300254368","earth scientists","AAT Getty","http://vocab.getty.edu/aat/300025788","scientists","http://vocab.getty.edu/aat/300254368"
"feudatories","300379593","feudatories","AAT Getty","http://vocab.getty.edu/aat/300025475","rulers (people)","http://vocab.getty.edu/aat/300379593"
"fabulists","300025500","fabulists","AAT Getty","http://vocab.getty.edu/aat/300025492","authors","http://vocab.getty.edu/aat/300025500"
"sociolinguists","300252325","sociolinguists","AAT Getty","http://vocab.getty.edu/aat/300025561","linguists","http://vocab.getty.edu/aat/300252325"
"rangers (forest)","300379284","rangers (forest)","AAT Getty","http://vocab.getty.edu/aat/300025603","<people in agriculture or natural resource occupations>","http://vocab.getty.edu/aat/300379284"
"film editors (people)","300386237","film editors (people)","AAT Getty","http://vocab.getty.edu/aat/300025645","<people in the performing arts>","http://vocab.getty.edu/aat/300386237"
"photojournalists (photographers)","300025695","photojournalists (photographers)","AAT Getty","http://vocab.getty.edu/aat/300025687","photographers","http://vocab.getty.edu/aat/300025695"
"siderographers","300025741","siderographers","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025741"
"siderographists","300025741","siderographists","AAT Getty","http://vocab.getty.edu/aat/300025701","<people in the printing industry>","http://vocab.getty.edu/aat/300025741"
"horn workers","300025287","horn workers","AAT Getty","http://vocab.getty.edu/aat/300025281","<people in crafts and trades by material>","http://vocab.getty.edu/aat/300025287"
"rothschmieds","300435230","rothschmieds","AAT Getty","http://vocab.getty.edu/aat/300025312","<metalworkers by type of metal>","http://vocab.getty.edu/aat/300435230"
"medalists","300025337","medalists","AAT Getty","http://vocab.getty.edu/aat/300025326","<metalworkers by product>","http://vocab.getty.edu/aat/300025337"
"first ladies","300386300","first ladies","AAT Getty","http://vocab.getty.edu/aat/300025426","<people in government and administration>","http://vocab.getty.edu/aat/300386300"
"mintmasters","300205361","mintmasters","AAT Getty","http://vocab.getty.edu/aat/300025457","public officers","http://vocab.getty.edu/aat/300205361"
"porcelain painters","300386310","porcelain painters","AAT Getty","http://vocab.getty.edu/aat/300025143","<painters by technique, implement, or material employed>","http://vocab.getty.edu/aat/300386310"
"vitreographer","300261467","vitreographers","AAT Getty","http://vocab.getty.edu/aat/300025164","printmakers","http://vocab.getty.edu/aat/300261467"
"vitreographers","300261467","vitreographers","AAT Getty","http://vocab.getty.edu/aat/300025164","print-makers","http://vocab.getty.edu/aat/300261467"
"graphic designers","300025119","graphic designers","AAT Getty","http://vocab.getty.edu/aat/300025190","designers","http://vocab.getty.edu/aat/300025119"
"buyers","300025211","buyers","AAT Getty","http://vocab.getty.edu/aat/300025207","<people in commerce and business>","http://vocab.getty.edu/aat/300025211"
"glass manufacturers","300435184","glass manufacturers","AAT Getty","http://vocab.getty.edu/aat/300025230","manufacturers","http://vocab.getty.edu/aat/300435184"
"loftsmen","300266533","loftsmen","AAT Getty","http://vocab.getty.edu/aat/300025254","<people in crafts and trades by activity>","http://vocab.getty.edu/aat/300266533"
"jesters","300025663","jesters","AAT Getty","http://vocab.getty.edu/aat/300068931","performing artists","http://vocab.getty.edu/aat/300025663"
"pharmacists","300188530","pharmacists","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300188530"
"chemists (pharmacists)","300188530","chemists (pharmacists)","AAT Getty","http://vocab.getty.edu/aat/300155832","<people in health and medicine>","http://vocab.getty.edu/aat/300188530"
"riflemen","300247590","riflemen","AAT Getty","http://vocab.getty.edu/aat/300185678","soldiers","http://vocab.getty.edu/aat/300247590"
"mythologists","300389755","mythologists","AAT Getty","http://vocab.getty.edu/aat/300171575","<people in literature-related occupations>","http://vocab.getty.edu/aat/300389755"
"political scientists","300025596","political scientists","AAT Getty","http://vocab.getty.edu/aat/300171580","social scientists","http://vocab.getty.edu/aat/300025596"
"gamekeepers","300236757","gamekeepers","AAT Getty","http://vocab.getty.edu/aat/300174088","<people in service occupations>","http://vocab.getty.edu/aat/300236757"
"musicologists","300025563","musicologists","AAT Getty","http://vocab.getty.edu/aat/300168332","<people in arts-related occupations>","http://vocab.getty.edu/aat/300025563"
"surveyors","300025100","surveyors","AAT Getty","http://vocab.getty.edu/aat/300168334","<people in engineering, building trades and planning>","http://vocab.getty.edu/aat/300025100"
"philatelists","300025567","philatelists","AAT Getty","http://vocab.getty.edu/aat/300168378","<people in history-related occupations>","http://vocab.getty.edu/aat/300025567"
"gurus","300395675","gurus","AAT Getty","http://vocab.getty.edu/aat/300168457","people in religion","http://vocab.getty.edu/aat/300395675"
"brushmakers","300025387","brushmakers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025387"
"brush-makers","300025387","brush-makers","AAT Getty","http://vocab.getty.edu/aat/300168308","<people in crafts and trades by product>","http://vocab.getty.edu/aat/300025387"
"ministers (clergy)","300386633","ministers (clergy)","AAT Getty","http://vocab.getty.edu/aat/300239152","Christian clergy","http://vocab.getty.edu/aat/300386633"
"lictors","300379965","lictors","AAT Getty","http://vocab.getty.edu/aat/300236210","military officers","http://vocab.getty.edu/aat/300379965"
"violoncellists","300235047","violoncellists","AAT Getty","http://vocab.getty.edu/aat/300234983","stringed instrumentalists","http://vocab.getty.edu/aat/300235047"
"ranchers (people)","300136492","ranchers (people)","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300136492"
"ranchmen","300136492","ranchmen","AAT Getty","http://vocab.getty.edu/aat/300230848","<people in agriculture>","http://vocab.getty.edu/aat/300136492"
